question_id,company_role_id,category,difficulty,question,answer,explanation,tags,frequency
200,1,System Design,Hard,System Design: 'Yelp NearBy Places Design' - Design Yelp / Google Maps proximity service.,Use Quadtrees or Geohashes to index latitude/longitude coordinates into localized square grids.,Queries compute the geohash of search coordinates and query databases to fetch places sharing matching prefixes.,"['System Design', 'HLD']",Common
201,1,System Design,Medium,System Design: 'API Gateway Design' - Design a scalable API Gateway.,"Gateway acts as single entrypoint handling routing, SSL termination, authentication, rate limiting, and request telemetry.",Deploy gateway clusters behind network load balancers (Layer 4). Build gateway logic using non-blocking I/O.,"['System Design', 'HLD']",Common
202,1,System Design,Hard,System Design: 'Search Engine Design' - Design a search engine indexer.,"Use inverted index structures mapping keywords to doc IDs (ElasticSearch). Crawl web pages, clean text, and score using TF-IDF.",Scale searches using partitioned shards. Cache search terms at boundary caches.,"['System Design', 'HLD']",Common
203,1,System Design,Hard,System Design: 'Zoom Backend Design' - Design a Zoom-like video conferencing system.,"Use WebRTC for peer-to-peer streams. For group calls, route media streams through Selective Forwarding Units (SFUs).","SFUs dynamically adjust bandwidth feeds, sending compressed streams matching client connection capacities.","['System Design', 'HLD']",Common
204,1,System Design,Hard,System Design: 'Ad Click Ingestion' - Design a high-throughput ad-click aggregator.,Ingest clicks via Kafka queues. Stream processing engines (Flink/Spark) aggregate clicks per minute in time windows.,Saves aggregated data to Cassandra or Elasticsearch for analytical dashboard querying.,"['System Design', 'HLD']",Common
205,1,System Design,Hard,System Design: 'Dropbox Storage Design' - Design a cloud storage system (Dropbox/OneDrive).,Upload chunks of files to S3 block storage. Keep file metadata and history states in relational database.,Sync service notifies clients of edits using long-polling or WebSockets. Minimizes bandwidth using delta sync.,"['System Design', 'HLD']",Common
206,1,System Design,Medium,System Design: 'DNS Architecture Design' - Design a highly available Domain Name System (DNS).,"DNS uses hierarchical caching (Browser, Router, ISP, Recursive, TLD, Root, Authoritative servers).","Queries resolve IP addresses via UDP packets, caching records locally with appropriate TTL headers.","['System Design', 'HLD']",Common
207,1,System Design,Medium,System Design: 'Online Bookstore Design' - Design an online bookstore (Amazon).,"Decouple services: Catalog, Cart, Order, Payment. Scale catalog read operations using search index caching.","Inventory checks use optimistic locking. Async worker loops process payments, email receipts, and update stock.","['System Design', 'HLD']",Common
208,1,System Design,Medium,System Design: 'Snowflake ID Generator' - Design a distributed unique ID generator (Twitter Snowflake).,"Generate 64-bit IDs using: 1-bit unused, 41-bit timestamp, 10-bit worker ID, and 12-bit sequence counter.",Allows coordinate-free local generation of sorted IDs without database network roundtrips.,"['System Design', 'HLD']",Common
209,1,System Design,Hard,System Design: 'WebSocket Server Scale' - How do you scale WebSocket connections to 1 million active clients?,Deploy WebSocket servers behind Layer 7 load balancers supporting session affinity (sticky sessions).,"Optimize server OS limits (sysctl file descriptors), and use a Redis pub-sub backplane to broadcast messages.","['System Design', 'HLD']",Common
210,1,System Design,Hard,System Design: 'Flash Sale System Design' - Design a flash sale inventory reservation system.,Store inventory counts in Redis. Process allocations using Lua scripts to guarantee atomicity.,Queue successful checkout requests to database sequentially. Keeps database protected from spike loads.,"['System Design', 'HLD']",Very Common
211,1,System Design,Hard,System Design: 'Live Streaming Twitch Design' - Design a live streaming video server (Twitch).,Ingest RTMP stream from broadcaster. Transcode stream into multiple quality levels (ABR) using worker machines.,Distribute live video segments using HLS protocols through CDN edge nodes.,"['System Design', 'HLD']",Common
212,1,System Design,Medium,System Design: 'E-Commerce Cart Design' - Design a highly available shopping cart service.,Use DynamoDB or Redis to persist cart records. Allow guest carts to store data in local cookies.,Merge guest carts with user databases during login. Optimizes database queries using batch updates.,"['System Design', 'HLD']",Common
213,1,System Design,Medium,System Design: 'Logistics Tracking Design' - Design a logistics parcel tracking system.,Ingest location pings to Kafka. Store coordinate history in time-series databases or NoSQL wide-column stores.,Cache current parcel location in Redis for quick dashboard updates.,"['System Design', 'HLD']",Common
214,1,System Design,Hard,System Design: 'Ride Match loop Design' - Design matching loops for ride-booking systems.,Scan active driver coordinates in client Geohash partitions. Queue requests to a ride matcher engine.,"Uses worker threads to check drivers sequentially, notifying selected driver via WebSocket. Expire requests if timeout.","['System Design', 'HLD']",Common
215,1,System Design,Hard,System Design: 'Distributed Cron Design' - Design a distributed cron job scheduler.,Store job triggers in a relational database with execution states. Use distributed locks to prevent duplicate execution.,"Workers fetch jobs whose triggers are in range, execute them, and update status back to database.","['System Design', 'HLD']",Common
216,1,System Design,Hard,System Design: 'Geo-Fencing Alert System' - Design a geo-fencing advertising system.,Track user coordinates. Match coordinates to geo-fence boundaries (polygons) cached in spatial databases.,Send push notification triggers if coordinate intersects user's target perimeter.,"['System Design', 'HLD']",Common
217,1,System Design,Medium,System Design: 'Collaborative Whiteboard' - Design a real-time collaborative drawing canvas.,"Broadcast vector drawing paths (lines, circles) as coordinate events via WebSockets to connected channel peers.",Replay history events to new users connecting. Save canvas state as image chunks on S3.,"['System Design', 'HLD']",Common
218,1,System Design,Hard,System Design: 'Analytics Dashboard Design' - Design a real-time analytics dashboard system.,"Ad-click telemetry flows to Kafka, aggregated by Spark Streaming. Saves data to time-series database.",Frontend polls API or opens Server-Sent Events (SSE) connections to fetch aggregated graph statistics.,"['System Design', 'HLD']",Common
219,1,System Design,Hard,System Design: 'Distributed Lock Manager' - Design a Distributed Lock Service (ZooKeeper-like).,Implement consensus protocols (Paxos) across nodes. Provide heartbeats to maintain lease ownership of lock paths.,"Clients acquire locks by creating ephemeral sequential nodes. If master fails, backups elect a new leader.","['System Design', 'HLD']",Common
220,1,System Design,Hard,System Design: 'Fraud Detection Design' - Design a real-time card fraud detection engine.,"Ingest payment events. Run event through rule engines and ML model inference engines (e.g. check limits, location).",Must evaluate transaction validity within 100ms. Aborts transaction if fraud threshold is exceeded.,"['System Design', 'HLD']",Common
221,1,System Design,Medium,Low-Level Design (LLD): 'Parking Lot Design' - Design a Parking Lot system using Object-Oriented Principles.,"Define classes: ParkingLot, Floor, ParkingSpot (Compact, Large), Vehicle (Car, Bike), Ticket, Payment.",Use Strategy pattern for dynamic parking assignment. Enforce thread-safe booking of parking spots.,"['System Design', 'LLD']",Very Common
222,1,System Design,Medium,Low-Level Design (LLD): 'Movie Booking Design' - Design BookMyShow LLD.,"Define classes: Cinema, Hall, Movie, Show, Seat (Gold, Silver), Booking, Payment, User.",Manage seat reservation concurrency using state pattern and lock timeouts. Use singleton for booking processor.,"['System Design', 'LLD']",Very Common
223,1,System Design,Medium,Low-Level Design (LLD): 'Splitwise Design' - Design Splitwise expense sharing app.,"Define classes: User, Expense (Equal, Exact, Percent), Split, Group, ExpenseManager.",Implement transaction simplification algorithm using graphs to minimize total transaction count.,"['System Design', 'LLD']",Very Common
224,1,System Design,Medium,Low-Level Design (LLD): 'Chess Game Design' - Design a Chess Game LLD.,"Define classes: Board, Cell, Piece (King, Queen, Rook, Bishop, Knight, Pawn), Move, Game, Player.",Represent pieces using inheritance. Implement move validation rules inside each piece class.,"['System Design', 'LLD']",Common
225,1,System Design,Medium,Low-Level Design (LLD): 'Elevator System Design' - Design an Elevator System LLD.,"Define classes: ElevatorController, Car, Button (Internal, External), DispatchStrategy, Door.",Use Strategy pattern to handle elevator selection algorithms (e.g. SCAN). Use state pattern to track car directions.,"['System Design', 'LLD']",Very Common
226,1,System Design,Medium,Low-Level Design (LLD): 'Vending Machine Design' - Design a Vending Machine LLD.,"Define classes: VendingMachine, State (Idle, HasMoney, Dispensing, OutOfStock), Inventory, Product, Coin.",Use State design pattern to manage Vending Machine operations and transitions cleanly.,"['System Design', 'LLD']",Very Common
227,1,System Design,Medium,Low-Level Design (LLD): 'Library Management Design' - Design a Library Management System.,"Classes: Library, Book, BookItem, Account (Librarian, Member), BookLending, Reservation.","Implement fine calculation strategies and search indexes for books based on title, author, and subject.","['System Design', 'LLD']",Common
228,1,System Design,Medium,Low-Level Design (LLD): 'ATM Design' - Design an ATM Machine LLD.,"Classes: ATM, ATMState (Idle, CardInserted, PinEntered, CashDispensed), Card, Account, CashDispenser.","Use Chain of Responsibility pattern for cash dispensing ($100, $500, $2000 bills). Use State pattern for ATM flow.","['System Design', 'LLD']",Very Common
229,1,System Design,Medium,Low-Level Design (LLD): 'Hotel Management Design' - Design a Hotel Management System.,"Classes: Hotel, Room (Suite, Deluxe), Guest, Booking, Invoice, Receptionist.",Manage room booking status and dynamic pricing strategies based on season and room occupancy.,"['System Design', 'LLD']",Common
230,1,System Design,Medium,Low-Level Design (LLD): 'Cricinfo Design' - Design Cricinfo scoreboard LLD.,"Classes: Match, Innings, Team, Player, Ball, Run, Over, Scoreboard.",Use Observer design pattern to broadcast ball-by-ball score updates to multiple display dashboards.,"['System Design', 'LLD']",Common
231,1,System Design,Medium,Low-Level Design (LLD): 'Online Shopping Design' - Design an online shopping cart system (Amazon LLD).,"Classes: Catalog, Product, Item, Order, Shipment, ShoppingCart, Payment.",Use Strategy pattern for checkout payments. Use State pattern to track order shipping phases.,"['System Design', 'LLD']",Common
232,1,System Design,Medium,Low-Level Design (LLD): 'Meeting Scheduler Design' - Design a Meeting Room Scheduler.,"Classes: Scheduler, MeetingRoom, Meeting, User, Calendar.",Provide functions to search available rooms in a time slot. Handle meeting invitation notifications.,"['System Design', 'LLD']",Common
233,1,System Design,Medium,Low-Level Design (LLD): 'Snakes & Ladders Design' - Design Snakes and Ladders game.,"Classes: Board, Cell (Snake, Ladder, Empty), Player, Die, Game.",Represent board grid recursively. Implement game loops in the Game controller.,"['System Design', 'LLD']",Common
234,1,System Design,Medium,Low-Level Design (LLD): 'Blackjack LLD Design' - Design Blackjack card game LLD.,"Classes: Deck, Card, Hand, Player, Dealer, Game.",Provide deck shuffling logic. Implement scoring checks and dealer play rules.,"['System Design', 'LLD']",Common
235,1,System Design,Hard,Low-Level Design (LLD): 'BookMyShow Seat Allocator' - How do you design a thread-safe seat allocation engine in BookMyShow?,Use optimistic locking on Seat rows or acquire a localized Redis lock on the Show ID during booking.,"Locks prevent double-booking. Set a 5-minute timeout state on reserved seats, releasing them if checkout fails.","['Concurrency', 'LLD']",Common
236,1,System Design,Medium,Low-Level Design (LLD): 'Cache Framework Design' - Design an in-memory Cache Framework LLD.,"Classes: Cache, Storage (HashMap), EvictionPolicy (LRU, LFU).",Use Strategy pattern for eviction. LRU uses a Doubly Linked List alongside HashMap. Make all operations thread-safe.,"['System Design', 'LLD']",Common
237,1,System Design,Medium,Low-Level Design (LLD): 'Logger Library Design' - Design a Logger Library.,"Classes: Logger, LogLevel (INFO, DEBUG, ERROR), LogPublisher (Console, File).",Use Chain of Responsibility to pass logs through level checks. Use Adapter pattern for publishers.,"['System Design', 'LLD']",Common
238,1,System Design,Medium,Low-Level Design (LLD): 'Trello Task Planner' - Design a Trello/Jira Task Planner LLD.,"Classes: Board, List, Task, Member, ActivityLog.",Implement sorting of tasks. Provide search and assignment filters. Track modification logs.,"['System Design', 'LLD']",Common
239,1,System Design,Medium,Low-Level Design (LLD): 'File Directory LLD' - Design a file system directory structure LLD.,"Classes: File, Directory, Inode. Use Composite design pattern.","Treat both files and directories as components of a unified file system, allowing recursive size calculations.","['System Design', 'LLD']",Common
240,1,System Design,Medium,Low-Level Design (LLD): 'Rate Limiter Class Design' - Design LLD class structure of a Rate Limiter.,"Classes: RateLimiter, TokenBucket, UserBucketRegistry. Use Singleton pattern for registry.",Implement token bucket calculation class checking if token availability exceeds user consumption rate limit.,"['System Design', 'LLD']",Common
241,1,System Design,Easy,Low-Level Design (LLD): 'Pizza Customizer Design' - Design a Pizza customization builder.,"Classes: Pizza, ToppingDecorator (Cheese, Olives, Tomato). Use Decorator pattern.",Wrap base pizza object with topping decorator objects to calculate dynamic prices and descriptions.,"['System Design', 'LLD']",Common
242,1,System Design,Medium,Low-Level Design (LLD): 'Digital Wallet Design' - Design a Digital Wallet system (Paytm LLD).,"Classes: Wallet, User, Account, Transaction, PaymentProcessor.",Handle concurrent wallet balance transfers using synchronized blocks or database row-level locking.,"['System Design', 'LLD']",Common
243,1,System Design,Medium,Low-Level Design (LLD): 'Food Delivery LLD' - Design a food delivery system (Zomato/Swiggy LLD).,"Classes: Zomato, Restaurant, MenuItem, Order, DeliveryRider, Cart.",Use Observer pattern to notify riders of new orders. Use Strategy pattern to assign drivers.,"['System Design', 'LLD']",Common
244,1,System Design,Medium,Low-Level Design (LLD): 'Uber LLD Class Design' - Design a ride-booking system LLD.,"Classes: Uber, Customer, Driver, Cab, Trip, Payment.",Implement driver location updates. Calculate trip price using Strategy pattern (e.g. SurgePricing).,"['System Design', 'LLD']",Common
245,1,System Design,Medium,Low-Level Design (LLD): 'Document Editor Undo' - Design a document editor supporting Undo/Redo commands.,"Classes: Editor, Document, Command (InsertText, DeleteText), CommandHistory. Use Command pattern.","Store executed command objects in a history stack, popping them to call undo() on user request.","['System Design', 'LLD']",Common
246,1,System Design,Medium,Low-Level Design (LLD): 'Social Connections LLD' - Design a social network connections manager.,"Classes: UserManager, User, ConnectionRequest, Message.",Use Graph algorithms to find degrees of separation between users (BFS for shortest path).,"['System Design', 'LLD']",Common
247,1,System Design,Medium,Low-Level Design (LLD): 'Airline Reservation LLD' - Design an Airline Reservation system LLD.,"Classes: Flight, Airport, Route, Aircraft, Passenger, Booking.","Manage seat maps, flight status changes, and user ticket allocations.","['System Design', 'LLD']",Common
248,1,System Design,Medium,Low-Level Design (LLD): 'Online Auction System' - Design an online auction/bidding platform.,"Classes: Auction, Item, Bid, Bidder. Use Observer design pattern.",Notify all active bidders when a new highest bid is placed on an item. Manage auction state transitions.,"['System Design', 'LLD']",Common
249,1,System Design,Medium,Low-Level Design (LLD): 'StackOverflow LLD' - Design Stack Overflow Q&A system LLD.,"Classes: Question, Answer, Comment, Tag, User, Vote (Up/Down), Reputation.",Track user reputation scores based on votes. Implement search filters on tags and content.,"['System Design', 'LLD']",Common
250,1,System Design,Hard,Low-Level Design (LLD): 'Message Queue Classes' - Design class structure of an in-memory Message Queue.,"Classes: MessageQueue, Topic, Partition, Producer, Consumer, ConsumerGroup.",Manage thread-safe message publishing to partitions. Route messages to consumer group members.,"['System Design', 'LLD']",Common
251,1,System Design,Medium,Low-Level Design (LLD): 'Cab Match LLD' - Design cab matching strategies class structure.,"Classes: CabFinder, MatchingStrategy (NearestDriver, BestRatedDriver), LocationService.",Use Strategy pattern to switch matching algorithms dynamically based on user preferences.,"['System Design', 'LLD']",Common
252,1,System Design,Medium,Low-Level Design (LLD): 'Shopping Cart Promos' - Design discount codes and promo configurations for shopping carts.,"Classes: CartItem, DiscountDecorator (CouponDiscount, FreeShippingDecorator). Use Decorator pattern.",Apply multiple overlapping discount rules to base cart calculations sequentially.,"['System Design', 'LLD']",Common
253,1,System Design,Easy,Low-Level Design (LLD): 'Notification Observer' - Design a notification broadcaster.,"Classes: NotificationManager, Subscriber (EmailSubscriber, SMSSubscriber), Message. Use Observer pattern.",Broadcast message updates to all registered channels when matching event triggers occur.,"['System Design', 'LLD']",Common
254,1,System Design,Medium,Low-Level Design (LLD): 'Auth RBAC LLD' - Design Role-Based Access Control (RBAC) class structure.,"Classes: AuthManager, User, Role, Permission. Use Singleton pattern for AuthManager.",Validate if user has required permissions assigned to their roles before granting resource access.,"['System Design', 'LLD']",Common
255,1,System Design,Hard,Low-Level Design (LLD): 'Thread Pool LLD' - Design a custom Thread Pool class structure.,"Classes: ThreadPool, WorkerThread, TaskQueue. Make queue access synchronized.","Worker threads loop, checking TaskQueue for jobs, executing them, and returning to idle state.","['Concurrency', 'LLD']",Common
256,1,System Design,Hard,Low-Level Design (LLD): 'Key-Value Store Classes' - Design classes of an in-memory transactional Key-Value Store.,"Classes: KeyValueStore, Transaction, CommandStack. Support nested transaction rollback.","Store commands in a stack during a transaction, applying changes to master map on commit, or discarding on rollback.","['System Design', 'LLD']",Common
257,1,System Design,Medium,Low-Level Design (LLD): 'Car Rental LLD' - Design a Car Rental system LLD.,"Classes: RentalSystem, Store, Vehicle (Car, SUV, Bike), Reservation, Bill, Payment.","Manage vehicle inventory, reservations, pickup/drop times, and billing calculations.","['System Design', 'LLD']",Common
258,1,System Design,Medium,Low-Level Design (LLD): 'Ticket Resolution LLD' - Design a customer ticket resolution workflow.,"Classes: TicketManager, Ticket, Agent, Category, EscalationStrategy. Use State pattern.","Manage ticket states (Open, Assigned, Resolved, Closed). Escalate tickets if unresolved within SLAs.","['System Design', 'LLD']",Common
259,1,System Design,Medium,Low-Level Design (LLD): 'E-Commerce Order State' - Design e-commerce order state machine LLD.,"Classes: Order, OrderState (Created, Paid, Shipped, Delivered, Cancelled). Use State pattern.","Define valid transition checks inside each state class, preventing out-of-order state updates.","['System Design', 'LLD']",Common
260,1,System Design,Hard,Low-Level Design (LLD): 'Distributed Lock LLD' - Design classes for a distributed lock implementation client.,"Classes: LockClient, LockRegistry, LeaseTimer.","Manage heartbeats to maintain lock lease validity, and handle automatic lock release on network split.","['Concurrency', 'LLD']",Common
261,1,Java,Medium,Java: 'JVM Memory Structure' - Explain the memory structure of Java Virtual Machine (JVM).,"JVM memory is divided into Heap, Stack, Method Area (Metaspace), PC Registers, and Native Method Stacks.",Heap stores objects (shared). Stack stores local variables and frame blocks (thread-isolated). Metaspace stores class metadata.,"['Java', 'JVM']",Very Common
262,1,Java,Medium,Java: 'Garbage Collection' - How does Garbage Collection work in Java and compare G1GC and ZGC.,GC reclaims heap memory by destroying unreachable objects. Generational GC categorizes objects into Young and Old.,"G1GC is regional, balancing pause times and throughput. ZGC is concurrent, keeping pauses under 10ms at scale.","['Java', 'Garbage Collection']",Very Common
263,1,Java,Medium,Java: 'HashMap Internals' - Explain the internal working of HashMap and collision resolution.,"HashMap uses an array of buckets. Keys map to index via hash code. Collisions resolve via linked list, treeified above limit.","Java 8 treeifies buckets containing >= 8 items into Red-Black Trees, reducing lookup from O(N) to O(log N).","['Java', 'Collections']",Very Common
264,1,Java,Medium,Java: 'Java Memory Model' - What is the volatile keyword and how does it relate to Java Memory Model?,volatile guarantees thread visibility and prevents instruction reordering. Writes write to main memory directly.,"Prevents threads from caching local variables in CPU registers, enforcing visibility changes across cores.","['Java', 'Multithreading']",Very Common
265,1,Java,Easy,Java: 'Interface vs Abstract Class' - Compare Abstract Classes and Interfaces in Java 8+.,Abstract class allows state and constructors. Interface defines behavior contracts. Java 8+ allows default and static methods.,Java 9 added private methods to interfaces. Multiple inheritance is only possible through interfaces.,"['Java', 'OOP']",Common
266,1,Java,Medium,Java: 'Java Streams API' - Explain Stream API and functional interface lambda expressions.,Stream API provides functional processing pipelines over collections. Lambda expressions implement functional interfaces.,"Streams execute lazily using intermediate operations (filter, map) and terminal operations (collect, reduce).","['Java', 'Streams']",Common
267,1,Java,Medium,Java: 'Java Multithreading' - Explain Executor Framework and CompletableFuture in Java.,Executor Framework manages thread pools. CompletableFuture enables non-blocking async programming via callback pipelines.,"CompletableFuture supports thenApply, thenCompose, and exceptionally methods for asynchronous workflows.","['Java', 'Concurrency']",Very Common
268,1,Java,Medium,Java: 'Serialization' - What is Serialization and explain the transient keyword.,Serialization converts object state into binary byte streams. transient prevents fields from being serialized.,Classes must implement Serializable. transient is used for sensitive data (passwords) or temporary caches.,"['Java', 'Serialization']",Common
269,1,Java,Medium,Java: 'Reflection API' - What is Java Reflection and its drawbacks?,"Allows examining and modifying runtime behaviors of classes, fields, and methods at runtime.","Drawbacks: Bypasses access modifiers (private), incurs performance overhead, and breaks compile-time type safety.","['Java', 'Reflection']",Common
270,1,Java,Hard,Java: 'ClassLoaders' - Explain ClassLoaders in Java.,Dynamic subsystems loading class files into Metaspace. Uses Delegation Hierarchy model: Bootstrap -> Extension -> Application.,Classes load on-demand. Custom class loaders can load files from remote servers or databases.,"['Java', 'JVM']",Common
271,1,Java,Easy,Java: 'Checked vs Unchecked' - What is the difference between Checked and Unchecked Exceptions?,Checked: Verified at compile-time (inherits Exception). Unchecked: Verified at runtime (inherits RuntimeException).,Checked exceptions require try-catch or throws clauses. Unchecked exceptions denote programming errors (NullPointer).,"['Java', 'Exceptions']",Common
272,1,Java,Easy,Java: 'String Constant Pool' - Explain String Constant Pool and Immutability of Strings.,String Constant Pool is a special heap area storing literal strings to optimize memory.,"Strings are immutable to prevent security issues, handle thread-safety, and allow pool caching.","['Java', 'Strings']",Very Common
273,1,Java,Easy,Java: 'Equals and HashCode' - What is the contract between equals() and hashCode()?,"If two objects are equal according to equals(), their hashCode() values must be identical.","If objects have same hashCode(), they are not necessarily equal. Violating this contract breaks HashMaps.",['Java'],Very Common
274,1,Java,Medium,Java: 'Fail-Fast vs Fail-Safe' - Compare Fail-Fast and Fail-Safe iterators.,Fail-Fast throws ConcurrentModificationException if collection changes during iteration. Fail-Safe iterates over a copy.,"ArrayList iterator is Fail-Fast. CopyOnWriteArrayList iterator is Fail-Safe, avoiding modifications block.","['Java', 'Collections']",Common
275,1,Java,Hard,Java: 'ConcurrentHashMap' - How does ConcurrentHashMap achieve high concurrency?,ConcurrentHashMap uses bucket lock segments (reentrant locks on node heads) instead of locking the entire map.,Multiple threads can write to different buckets concurrently. Read operations are lock-free using volatile nodes.,"['Java', 'Collections']",Very Common
276,1,Java,Hard,Java: 'ThreadLocal' - What is ThreadLocal and when does it cause memory leaks?,Provides thread-isolated variables. Each thread holds a local copy inside a ThreadLocalMap.,"Memory leaks occur if thread pools reuse threads without calling remove(), leaving references in dead threads.","['Java', 'Concurrency']",Common
277,1,Java,Medium,Java: 'Type Erasure' - What is Type Erasure in Java Generics?,"Compiler replaces generic types with Object or upper bounds, adding casts and deleting generic details at compile time.",Enforces backwards compatibility. Type details are unavailable at runtime via reflection.,['Java'],Common
278,1,Java,Easy,Java: 'Try With Resources' - How does Try-With-Resources manage database connections?,Automatically closes resources at transaction end. Target class must implement AutoCloseable interface.,"Replaces verbose finally blocks, ensuring connections close even if exceptions trigger.","['Java', 'Exceptions']",Common
279,1,Java,Medium,"Java: 'JVM Options Tuning' - Explain JVM tuning parameters: -Xms, -Xmx, and garbage collector configuration.",-Xms: Sets initial heap size. -Xmx: Sets max heap size. -XX:+UseG1GC: Enables G1 Garbage Collector.,Tuning heap sizes avoids OutOfMemory errors and GC pauses by sizing memory allocations to app loads.,"['Java', 'JVM']",Common
280,1,Java,Easy,Java: 'Marker Interfaces' - What are Marker Interfaces in Java?,"Interfaces with no declared methods, used to deliver metadata capabilities to the compiler or JVM.","Examples: Cloneable (allows clone()), Serializable (allows serialization), and Remote.",['Java'],Common
281,1,Java,Medium,Java: 'Thread States' - What are the different Thread States in Java?,"NEW, RUNNABLE, BLOCKED, WAITING, TIMED_WAITING, and TERMINATED.",Blocked: Waiting for a monitor lock. Waiting: Waiting indefinitely for another thread's signal (join/wait).,"['Java', 'Concurrency']",Common
282,1,Java,Medium,"Java: 'Object Class Methods' - Explain wait(), notify(), and notifyAll() contract.",wait() releases lock and sleeps thread. notify() wakes up one waiting thread. notifyAll() wakes all.,"Must be called from a synchronized context (owning the object monitor), otherwise throws IllegalMonitorStateException.","['Java', 'Concurrency']",Common
283,1,Java,Easy,Java: 'Deep vs Shallow Copy' - Compare Deep Copy and Shallow Copy.,Shallow copy copies primitive fields; reference fields point to the original objects. Deep copy duplicates nested objects recursively.,"Shallow copy shares references, risking side effects. Deep copy creates isolated duplicates.",['Java'],Common
284,1,Java,Medium,Java: 'Immutable Class Rules' - How do you create an Immutable Class in Java?,"Declare class final, declare all fields private and final, provide no setters, and return deep copies of mutable fields.","Prevents state modifications after initialization, ensuring absolute thread-safety.",['Java'],Common
285,1,Java,Medium,Java: 'Synchronized vs ReentrantLock' - Compare synchronized blocks and ReentrantLock.,"synchronized is implicit, locked to monitor blocks. ReentrantLock is explicit, supporting timeouts and fair locks.",ReentrantLock allows tryLock() (non-blocking lock attempt) and lockInterruptibly() for fine-grained control.,"['Java', 'Concurrency']",Common
286,1,Java,Medium,Java: 'Java Deadlocks' - How do you debug Java thread deadlocks?,Use jstack utility or thread dumps to scan thread states. Detects circles of blocked threads holding locks.,VisualVM or JConsole provide graphical interfaces to trace deadlock stack lines.,"['Java', 'Concurrency']",Common
287,1,Java,Medium,Java: 'Java Memory Leaks' - What causes memory leaks in Java if it has a Garbage Collector?,"Unintentional retention of object references in static fields, thread pools, or unclosed resource streams.",Garbage Collector cannot reclaim objects if they are reachable from active root references.,"['Java', 'JVM']",Common
288,1,Java,Easy,Java: 'System gc' - Does calling System.gc() guarantee immediate garbage collection?,No. System.gc() only suggests to the JVM that it should run GC; the JVM decides when and if to execute it.,"Calling it manually should be avoided as it triggers stop-the-world full GC sweeps, degrading performance.","['Java', 'Garbage Collection']",Common
289,1,Java,Medium,"Java: 'Functional Interfaces' - Explain Predicate, Consumer, and Function interfaces.","Predicate: Accepts one input, returns boolean. Consumer: Accepts input, returns void. Function: Accepts input, returns output.","Used heavily in Stream map, filter, and forEach pipelines to write declarative, functional code.","['Java', 'Streams']",Common
290,1,Java,Easy,Java: 'Optional Class' - Why was the Optional class introduced in Java 8?,"To provide a type-level wrapper representing optional values, helping developers avoid NullPointerExceptions.","Encourages writing declarative checks like map(), filter(), or orElseThrow() instead of nested null blocks.",['Java'],Common
291,1,Java,Hard,"Java: 'Reference Types' - Explain WeakReference, SoftReference, and PhantomReference.",Weak: GC reclaims immediately. Soft: GC reclaims only when memory is low. Phantom: GC queue references for post-mortem cleanup.,SoftReferences are optimal for caching. WeakReferences are used in WeakHashMap to avoid leaks.,"['Java', 'JVM']",Common
292,1,Java,Medium,Java: 'Double Brace Initialization' - Why is Double Brace Initialization considered an anti-pattern?,Creates an anonymous inner class holding a hidden reference to the enclosing outer instance.,"Enclosing reference prevents the outer instance from being garbage collected, causing memory leaks.",['Java'],Common
293,1,Java,Hard,Java: 'Java 9 Modules' - What is the purpose of the Java 9 Module System (Project Jigsaw)?,"Provides modular packaging (module-info.java) to encapsulate packages, reducing runtime sizes and improving security.","Enforces strict encapsulation, allowing classes to export only specified APIs to other modules.",['Java'],Common
294,1,Java,Hard,Java: 'Project Loom Virtual Threads' - What are Virtual Threads (Project Loom) in Java 21?,Lightweight user-mode threads managed by JVM runtime instead of OS. Spawning millions of virtual threads is cheap.,"Eliminates thread-per-request OS bottlenecks, improving scalability of synchronous blocking I/O apps.","['Java', 'Concurrency']",Very Common
295,1,Java,Easy,Java: 'Records in Java' - What are Records in Java?,"Shallowly immutable data carrier classes introduced in Java 16. Automatically generates constructor, equals, hashCode, and toString.","Reduces boilerplate code for DTOs. Fields are private and final, accessed via reader methods matching field names.",['Java'],Common
296,1,Java,Medium,Java: 'Pattern Matching switch' - Explain Pattern Matching for switch in Java 21.,"Allows switch expressions to check types of objects, extracting variables inside case conditions directly.","Reduces verbose instanceof checks and type casts, supporting clean polymorphic routing.",['Java'],Common
297,1,Java,Medium,Java: 'Singleton Double Checked Lock' - Explain thread-safe Singleton using Double-Checked Locking.,"Uses synchronized block with a double null check, and declares the instance variable volatile.",volatile ensures thread visibility and prevents reordering. Double check avoids synchronization overhead once initialized.,"['Java', 'Design Patterns']",Common
298,1,Java,Hard,Java: 'ForkJoinPool work stealing' - How does ForkJoinPool's work-stealing algorithm operate?,Idle worker threads steal tasks from the back of busy worker threads' double-ended queues (deques).,Optimizes CPU utilization by keeping all threads busy with subtasks created in parallel fork processes.,"['Java', 'Concurrency']",Common
299,1,Java,Hard,Java: 'BlockingQueue types' - Compare ArrayBlockingQueue and LinkedBlockingQueue.,"ArrayBlockingQueue: Bounded, backed by array, single lock for put/take. LinkedBlockingQueue: Bounded/unbounded, backed by nodes, two locks.",LinkedBlockingQueue has higher throughput as read and write threads can operate concurrently on separate locks.,"['Java', 'Concurrency']",Common
